name,brand,price_rub,price_kzt,seller,seller_id,seller_rating,seller_total_sold,seller_age_months,feedbacks,category,source_file,risk_level,publication_date,first_review_datetime
Тренажер для ног и ягодиц,,1017.0,6102.0,ISS,1418396.0,4.5,0.0,26.0,0.0,тренажеры,all_products.csv,low,2024-06-17,2024-06-22
"Тренажер эспандер с педалями для ног, для фитнеса, дома",KJO309,665.0,3990.0,Euro Home,250068895.0,4.5,0.0,36.0,0.0,тренажеры,all_products.csv,low,2024-08-16,2024-08-25
Тренажер для похудения ног и рук,Tandemo,581.0,3486.0,Tandemo,250001258.0,4.6,0.0,22.0,0.0,тренажеры,all_products.csv,low,2024-04-04,2024-04-16
Фитнес-тренажёр для тела с эспандерами,,971.0,5826.0,ИП Ерназ,250042781.0,4.7,0.0,35.0,0.0,тренажеры,all_products.csv,low,2024-09-23,2024-09-27
Диск здоровья вращающийся прочный,,612.0,3672.0,BRB SHOP,250075919.0,4.7,0.0,12.0,0.0,диски для скольжения,all_products.csv,low,2025-03-24,2025-04-07
"Набор фитнес резинок, ленточный тренажер от 7-57 кг",AleksTeam,1315.0,7890.0,AleksTeam,1358048.0,4.6,0.0,38.0,0.0,тренажеры для шеи,all_products.csv,low,2024-03-31,2024-04-05
степпер тренажер для дома поворотный,,4162.0,24972.0,Authentic Quality Goods,250004810.0,4.3,0.0,17.0,0.0,тренажеры,all_products.csv,medium,2025-03-28,2025-04-02
Тренажер мостик для спины и растяжки,,826.0,4956.0,SHINE BRIGHT,4200042.0,4.4,0.0,25.0,0.0,массажеры механические,all_products.csv,medium,2025-02-07,2025-02-20
"Тренажер-эспандер, универсальный",Гулька90,665.0,3990.0,НАИКОША,250025120.0,4.6,0.0,37.0,0.0,тренажеры,all_products.csv,low,2023-01-21,2023-02-03
Диск здоровья балансировочный вращающийся круг для похудения,Ася Мир,824.0,4944.0,Shopkgz,250048174.0,4.5,0.0,11.0,0.0,тренажеры,all_products.csv,low,2025-07-22,2025-08-01
Диск тренажёр с эспандерами для похудения и талии,СУМАЙЯ,825.0,4950.0,LaraMix,250044203.0,4.5,0.0,33.0,0.0,диски балансировочные,all_products.csv,low,2023-08-08,2023-08-13
Эспандер-тренажер для фитнеса,NRM,859.0,5154.0,NUNA Premium Line,250031562.0,4.4,0.0,3.0,0.0,эспандеры,all_products.csv,medium,2025-12-10,2025-12-18
"тренажер для похудения, эспандеры для тренировки дома",ААА11,859.0,5154.0,NUNA Premium Line,250031562.0,4.4,0.0,29.0,0.0,эспандеры,all_products.csv,medium,2025-01-04,2025-01-19
Многофункциональный тренажер для силовых тренировок,,719.0,4314.0,MG Trade,4450994.0,4.6,0.0,17.0,0.0,наборы для фитнеса,all_products.csv,low,2025-02-09,2025-02-22
Диск балансировочный,,662.0,3972.0,АЯН,1340005.0,4.6,0.0,13.0,0.0,диски балансировочные,all_products.csv,low,2025-07-14,2025-07-30
Эспандер кистевой гироскопический для рук Гиробол,Gyroball,443.0,2658.0,ViTim_Store,1303889.0,4.8,22187.0,20.0,2264.0,эспандеры,all_products.csv,low,2025-01-04,2025-01-13
"Тренажер для ног, для тела, для ягодиц",AzimHome,241.0,1446.0,ANM-LUXE,4028030.0,4.6,115.0,12.0,12.0,массажеры механические,all_products.csv,low,2025-03-13,2025-03-26
Тренажер массажер для спины мостик для растяжки,TEXNO HIT,357.0,2142.0,TEXNO HIT,4102900.0,4.7,3491.0,39.0,360.0,диски балансировочные,all_products.csv,low,2025-08-29,2025-09-08
Тренажёр для пресса на присоске,,842.0,5052.0,Токи ток,250055931.0,4.7,0.0,38.0,0.0,наборы для фитнеса,all_products.csv,low,2025-06-04,2025-06-17
Тренажер силовой для пилатеса фитнес доска для похудения,Prof-Products,4140.0,24840.0,Prof-Products,4211712.0,4.5,0.0,5.0,0.0,тренажеры,all_products.csv,low,2025-12-23,2026-01-01
Многофункциональная доска для фитнеса,AngelsFit,3288.0,19728.0,Премиум-продавец,57679.0,4.7,484.0,12.0,50.0,наборы для фитнеса,all_products.csv,low,2025-02-07,2025-02-23
Виброплатформа для похудения,,5357.0,32142.0,IMPERATOR-1,4451536.0,4.7,0.0,29.0,0.0,тренажеры,all_products.csv,low,2025-03-18,2025-03-25
Компактный мини-степпер с эспандерами для дома,,8355.0,50130.0,ИП Черевко И.А,250040011.0,4.4,0.0,43.0,0.0,тренажеры,all_products.csv,medium,2024-01-08,2024-01-15
Диск здоровья классический твист-диск металлический,,612.0,3672.0,BRB SHOP,250075919.0,4.7,0.0,18.0,0.0,диски для скольжения,all_products.csv,low,2025-09-08,2025-09-18
Металлическая вращающаяся платформа,,662.0,3972.0,BRB SHOP,250075919.0,4.7,0.0,6.0,0.0,диски для скольжения,all_products.csv,low,2025-08-23,2025-09-04
Тренажёр для пресса до 100кг,,1306.0,7836.0,MixYou,250025666.0,4.8,0.0,33.0,0.0,ролики для пресса,all_products.csv,low,2023-07-23,2023-08-06
Тренажер ролик для пресса с возвратным механизмом,,898.0,5388.0,EVADA RIDE,250046290.0,4.5,28.0,43.0,3.0,ролики для пресса,all_products.csv,low,2023-12-17,2023-12-26
Фитнес-тренажёр для талии и всего тела,MOLDINDIRA,824.0,4944.0,ТОВАРЫ ДЛЯ ДОМА И КУХНИ,250024239.0,4.5,9.0,33.0,1.0,тренажеры,all_products.csv,low,2024-06-18,2024-07-04
Тренажер имитация каната Battle Ropes,,1481.0,8886.0,ALLSPORTS,4208489.0,4.4,18.0,45.0,2.0,тренажеры,all_products.csv,medium,2023-03-09,2023-03-15
Велотренажер для спорта дома тренажер для ног кардио,Fitness,10377.0,62262.0,Luxmarty,4468371.0,4.7,0.0,39.0,0.0,велотренажеры,all_products.csv,low,2024-02-05,2024-02-19
Тренажер для ног и бедер антицеллюлитный эспандер,анар,682.0,4092.0,LIANA,1194283.0,4.5,0.0,17.0,0.0,тренажеры,all_products.csv,low,2025-10-13,2025-10-24
Тренажер для ног и ягодиц с индикатором,moonlight_shop,755.0,4530.0,MB HOLDING,1375538.0,4.5,0.0,34.0,0.0,тренажеры,all_products.csv,low,2024-03-26,2024-04-08
Фитнес тренажер 3 в 1,Бакуся,1376.0,8256.0,Anihome,4305975.0,4.4,0.0,3.0,0.0,наборы для фитнеса,all_products.csv,medium,2025-10-30,2025-11-02
Тренажёр для внутренней поверхности бёдер и ягодиц,Айчол,796.0,4776.0,Laki.st,480814.0,4.5,0.0,29.0,0.0,тренажеры,all_products.csv,low,2025-08-25,2025-09-06
Степпер тренажер для дома,,2721.0,16326.0,ИП Трегубов И. Г.,250027746.0,4.6,268.0,17.0,28.0,тренажеры,all_products.csv,low,2025-10-25,2025-10-28
Домашний тренажер для дома для похудения эспандер,DZHU15,884.0,5304.0,ЗЕМЛЯ,250022481.0,4.5,0.0,12.0,0.0,эспандеры,all_products.csv,low,2025-06-07,2025-06-22
Эспандер-тренажер,Гулька90,613.0,3678.0,Luna Luminosa,1173887.0,4.5,0.0,46.0,0.0,эспандеры,all_products.csv,low,2022-12-28,2023-01-06
тренажер универсальный Эспандер,АЙНУР,859.0,5154.0,NUNA Premium Line,250031562.0,4.4,0.0,44.0,0.0,эспандеры,all_products.csv,medium,2025-08-03,2025-08-10
Массажный диск для талии,,390.0,2340.0,BRB SHOP,250075919.0,4.7,0.0,3.0,0.0,тренажеры,all_products.csv,low,2025-10-19,2025-10-26
Тренажер - массажер мышц тазового дна миостимулятор,Седло Кегеля,4994.0,29964.0,Luxiora,4222895.0,4.7,38.0,10.0,4.0,тренажеры,all_products.csv,low,2025-09-14,2025-09-24
для похудения тренажер для ног для рук для спорта,Степпер,3154.0,18924.0,Avrora Shop,4346702.0,4.7,0.0,24.0,0.0,тренажеры,all_products.csv,low,2025-10-09,2025-10-23
Фитнес тренажер домашний с эспандерами для похудения,БИ312,1556.0,9336.0,Ayaulim,4193776.0,4.5,0.0,45.0,0.0,эспандеры,all_products.csv,low,2023-01-12,2023-01-23
Тренажер для ног,Гулька90,932.0,5592.0,ИП Азизова Ш.Б,250078440.0,4.7,0.0,14.0,0.0,тренажеры,all_products.csv,low,2025-07-23,2025-07-26
Тренажер для бедер и ягодиц,,838.0,5028.0,Мир для дома,4105967.0,4.7,1164.0,47.0,120.0,тренажеры,all_products.csv,low,2025-01-06,2025-01-09
"Тренажер для ног, бедер и тазового дна",БудетНадо,682.0,4092.0,Jannati,1205038.0,4.6,0.0,38.0,0.0,тренажеры,all_products.csv,low,2025-07-19,2025-08-01
Фитнес резинки тканевые набор,LIVANI SPORT,795.0,4770.0,LIVANI,1337703.0,4.5,0.0,4.0,0.0,тренажеры,all_products.csv,low,2025-12-12,2025-12-18
Колесный тренажер для рук и тела,TorgList,1939.0,11634.0,ИП_Онохов,39508.0,4.7,9.0,36.0,1.0,тренажеры,all_products.csv,low,2023-07-10,2023-07-16
Диск здоровья для гимнастики металлический,,612.0,3672.0,BRB SHOP,250075919.0,4.7,0.0,37.0,0.0,диски для скольжения,all_products.csv,low,2024-10-20,2024-11-04
Поворотный диск металлический усиленный,,612.0,3672.0,BRB SHOP,250075919.0,4.7,0.0,39.0,0.0,тренажеры,all_products.csv,low,2024-03-25,2024-03-30
Диск балансировочный металлический вращающийся,Be Happy,649.0,3894.0,Все для семьи,1392589.0,4.5,104.0,16.0,11.0,диски балансировочные,all_products.csv,low,2024-10-31,2024-11-04
Эспандер восьмёрка,Omegasport,210.0,1260.0,ИП МУРАТБЕК,1200390.0,4.7,320.0,25.0,33.0,эспандеры,all_products.csv,low,2024-03-06,2024-03-13
Тренажер для фитнеса эспандер с ручками и упорами для ног,SHIGUMA,1706.0,10236.0,SHIGUMA,1200398.0,4.7,0.0,18.0,0.0,эспандеры,all_products.csv,low,2025-05-06,2025-05-18
"Велотренажер с электроприводом, мини для ног и рук MC08",Армед,7066.0,42396.0,Официальный магазин АРМЕД,140951.0,4.8,3871.0,47.0,395.0,велотренажеры,all_products.csv,low,2025-04-26,2025-05-03
Универсальный тренажёр для фитнеса дома,amonie,1983.0,11898.0,GoldenAi,250067885.0,4.5,0.0,4.0,0.0,тренажеры,all_products.csv,low,2025-11-19,2025-11-28
Фитнес тренажёр,Спортокус/тренажер,594.0,3564.0,DZHAKONDA,1022109.0,4.7,0.0,34.0,0.0,наборы для фитнеса,all_products.csv,low,2023-03-28,2023-04-08
Тренажер для спины для осанки для позвоночника,Мостик,449.0,2694.0,SMART SHOP,999383.0,4.8,127.0,18.0,13.0,тренажеры,all_products.csv,low,2025-10-04,2025-10-07
"Тренажёр-экспандер для тренировок всего тела, 4-трубки",наикоша,665.0,3990.0,ИП Азизова Д.Б,250025110.0,4.6,9.0,23.0,1.0,тренажеры,all_products.csv,low,2025-06-08,2025-06-13
Многофункциональный домашний тренажёр для всего тела,Айсару,1416.0,8496.0,ИП Кубанычбековна,1266113.0,4.5,0.0,4.0,0.0,тренажеры,all_products.csv,low,2025-12-04,2025-12-08
Тренажер для похудения VP-03 виброплатформа для ног,Planta,6586.0,39516.0,GFGRIL & PLANTA Official store,63219.0,4.8,2136.0,40.0,218.0,тренажеры,all_products.csv,low,2023-04-28,2023-05-11
Ролик для пресса двойной тренажер с ковриком гимнастический,TrickSport,729.0,4374.0,Rich Store,250008121.0,4.7,19.0,41.0,2.0,ролики для пресса,all_products.csv,low,2022-08-10,2022-08-20
Тренажер для похудения Диск твист,MOON1809,722.0,4332.0,Fehu,250030740.0,4.5,9.0,34.0,1.0,тренажеры,all_products.csv,low,2024-02-27,2024-03-02
Степпер тренажер для дома c поручнем и эспандерами,UpWay,6796.0,40776.0,UPWAY,4162007.0,4.9,475.0,13.0,48.0,тренажеры,all_products.csv,low,2025-10-19,2025-11-04
"Тренажер ленточный для фитнеса, жгуты 2 шт от 7-57 кг",AleksTeam,1010.0,6060.0,AleksTeam,1358048.0,4.6,9.0,20.0,1.0,эспандеры,all_products.csv,low,2025-07-28,2025-08-07
Тренажер-эспандер для фитнеса,АЭА94,665.0,3990.0,ELAI Shop,3946216.0,4.7,9.0,36.0,1.0,тренажеры,all_products.csv,low,2024-07-16,2024-08-01
Степпер тренажер со скандинавскими палками,EnergyFit,7597.0,45582.0,EnergyFit,4413375.0,4.9,58776.0,21.0,5937.0,тренажеры,all_products.csv,low,2024-05-28,2024-06-11
Фитнес-диск балансировочный вращающийся,,685.0,4110.0,BRB SHOP,250075919.0,4.7,0.0,22.0,0.0,диски балансировочные,all_products.csv,low,2024-09-01,2024-09-18
Тренажер для стоп массажер для ног,Вальгусный корректор стопы Slim,334.0,2004.0,SATTI,841819.0,4.7,3491.0,15.0,360.0,тренажеры,all_products.csv,low,2025-06-24,2025-07-11
Виброплатформа с подогревом и Bluetooth,,3988.0,23928.0,ABM Store,4125435.0,4.5,0.0,21.0,0.0,тренажеры,all_products.csv,low,2025-01-02,2025-01-08
"Упоры для отжиманий - тренажер для пресса, для рук",Спортивный инвентарь для тренировок и отжиманий,460.0,2760.0,TopMart,250038243.0,4.7,0.0,17.0,0.0,упоры для отжиманий,all_products.csv,low,2025-08-15,2025-08-27
